itemLabel,universeLabel
Leatherhead,Teenage Mutant Ninja Turtles universe
Splinter,Teenage Mutant Ninja Turtles universe
Rocksteady,Teenage Mutant Ninja Turtles universe
Bebop,Teenage Mutant Ninja Turtles universe
Mondo Gecko,Teenage Mutant Ninja Turtles universe
Genghis Frog,Teenage Mutant Ninja Turtles universe
Wingnut,Teenage Mutant Ninja Turtles universe
Scumbug,Teenage Mutant Ninja Turtles universe
Donatello,Teenage Mutant Ninja Turtles universe
Leonardo,Teenage Mutant Ninja Turtles universe
Michaelangelo,Teenage Mutant Ninja Turtles universe
Raphael,Teenage Mutant Ninja Turtles universe
Splinter,Teenage Mutant Ninja Turtles universe
Bebop,Teenage Mutant Ninja Turtles universe
Rocksteady,Teenage Mutant Ninja Turtles universe
Attila,Teenage Mutant Ninja Turtles universe
Genghis Frog,Teenage Mutant Ninja Turtles universe
Rasputin,Teenage Mutant Ninja Turtles universe
Napoleon Bonafrog,Teenage Mutant Ninja Turtles universe
Donatello,Teenage Mutant Ninja Turtles universe
Leonardo,Teenage Mutant Ninja Turtles universe
Michelangelo,Teenage Mutant Ninja Turtles universe
Raphael,Teenage Mutant Ninja Turtles universe
Man-Ray,Teenage Mutant Ninja Turtles universe
Mega Shredder,Teenage Mutant Ninja Turtles universe
Attila,Teenage Mutant Ninja Turtles universe
Genghis Frog,Teenage Mutant Ninja Turtles universe
Napoleon Bonafrog,Teenage Mutant Ninja Turtles universe
Rasputin,Teenage Mutant Ninja Turtles universe
Antonio,Teenage Mutant Ninja Turtles universe
Martin Milton,Teenage Mutant Ninja Turtles universe
Ace Duck,Teenage Mutant Ninja Turtles universe
Fungus Humungous,Teenage Mutant Ninja Turtles universe
Speed Demon,Teenage Mutant Ninja Turtles universe
Cluckingsworth,Teenage Mutant Ninja Turtles universe
Chimera,Teenage Mutant Ninja Turtles universe
Donatello,Teenage Mutant Ninja Turtles universe
Leonardo,Teenage Mutant Ninja Turtles universe
Michaelangelo,Teenage Mutant Ninja Turtles universe
Raphael,Teenage Mutant Ninja Turtles universe
Splinter,Teenage Mutant Ninja Turtles universe
Scumbug,Teenage Mutant Ninja Turtles universe
Razorfist,Teenage Mutant Ninja Turtles universe
Stonebiter,Teenage Mutant Ninja Turtles universe
Cooper Howard,Fallout universe
Oxy,Teenage Mutant Ninja Turtles universe
Char Aznable,Universal Century
Shiro,Crayon Shin-chan universe
Luna,Sailor Moon universe
Sailor Uranus,Sailor Moon universe
Sailor Neptune,Sailor Moon universe
Dabura,Dragon Ball universe
Supreme Kai,Dragon Ball universe
Yammy Llargo,Bleach universe
Chamaleon June,Saint Seiya universe
Kasumi Tendo,Ranma ½ universe
Misato Katsuragi,Neon Genesis Evangelion universe
Sloth,Fullmetal Alchemist universe
Bulma,Dragon Ball universe
Perseus Algol,Saint Seiya universe
Sora,Kingdom Hearts universe
Tatewaki Kuno,Ranma ½ universe
Videl,Dragon Ball universe
Bardock,Dragon Ball universe
Konohamaru Sarutobi,Naruto universe
Nanao Ise,Bleach universe
Bartholomew Kuma,One Piece universe
Saori Kido,Saint Seiya universe
Maes Hughes,Fullmetal Alchemist universe
Arale Norimaki,Dragon Ball universe
Baian Sea Horse,Saint Seiya universe
Worm Raimi,Saint Seiya universe
Gilbert Durandal,Cosmic Era
Kanzeon Bosatsu,Saiyuki universe
Skeleton Markino,Saint Seiya universe
Miles,Fullmetal Alchemist universe
Riza Hawkeye,Fullmetal Alchemist universe
Shien,Saiyuki universe
Solf J. Kimblee,Fullmetal Alchemist universe
Isane Kotetsu,Bleach universe
Asura,Soul Eater universe
Choujuurou,Naruto universe
Dondochakka Birstanne,Bleach universe
Lucy,Pokémon universe
Ginei Morioka,Rosario + Vampire universe
Iruka Umino,Naruto universe
Hachigen Ushouda,Bleach universe
Marechiyo Ōmaeda,Bleach universe
Maylene,Pokémon universe
Mashiro Kuna,Bleach universe
Asha Greyjoy,World of Ice and Fire
Rhaegar Targaryen,World of Ice and Fire
Aeron Greyjoy,World of Ice and Fire
Talisa Stark,World of Ice and Fire
Podrick Payne,World of Ice and Fire
Daario Naharis,World of Ice and Fire
Hoster Tully,World of Ice and Fire
Balon Greyjoy,World of Ice and Fire
Mace Tyrell,World of Ice and Fire
Selyse Baratheon,World of Ice and Fire
Shireen Baratheon,World of Ice and Fire
Kevan Lannister,World of Ice and Fire
Rickard Stark,World of Ice and Fire
Benjen Stark,World of Ice and Fire
Lyanna Stark,World of Ice and Fire
Imry Florent,World of Ice and Fire
Axell Florent,World of Ice and Fire
Randyll Tarly,World of Ice and Fire
Talla Tarly,World of Ice and Fire
Dickon Tarly,World of Ice and Fire
Lancel Lannister,World of Ice and Fire
Brynden Tully,World of Ice and Fire
Walder Frey,World of Ice and Fire
Aemon Targaryen,World of Ice and Fire
Gregor Clegane,World of Ice and Fire
Gendry,World of Ice and Fire
Meera Reed,World of Ice and Fire
Grey Worm,World of Ice and Fire
The High Sparrow,World of Ice and Fire
Gilly,World of Ice and Fire
Doran Martell,World of Ice and Fire
Drogon,World of Ice and Fire
Rhaegal,World of Ice and Fire
Balerion,World of Ice and Fire
Vhagar,World of Ice and Fire
Night King,World of Ice and Fire
Three-eyed raven,World of Ice and Fire
Euron Greyjoy,World of Ice and Fire
Hodor,World of Ice and Fire
Nymeria Sand,World of Ice and Fire
Trystane Martell,World of Ice and Fire
Jojen Reed,World of Ice and Fire
Eddison Tollett,World of Ice and Fire
Tycho Nestoris,World of Ice and Fire
Rodrik Cassel,World of Ice and Fire
Tyene Sand,World of Ice and Fire
Obara Sand,World of Ice and Fire
Alliser Thorne,World of Ice and Fire
Howland Reed,World of Ice and Fire
Thoros,World of Ice and Fire
Jeyne Poole,World of Ice and Fire
Greatjon Umber,World of Ice and Fire
Smalljon Umber,World of Ice and Fire
R'hllor,World of Ice and Fire
Walder Rivers,World of Ice and Fire
Naruto Uzumaki,Naruto universe
Konan,Naruto universe
Ash Ketchum,Pokémon universe
Sailor Mercury,Sailor Moon universe
Renji Abarai,Bleach universe
Asuma Sarutobi,Naruto universe
Deidara,Naruto universe
Nagato,Naruto universe
Kiba Inuzuka,Naruto universe
Hinata Hyūga,Naruto universe
Ichigo Kurosaki,Bleach universe
Krillin,Dragon Ball universe
Goten,Dragon Ball universe
Sailor Mars,Sailor Moon universe
Reimu Hakurei,Touhou Project universe
James,Pokémon universe
Jiraiya,Naruto universe
Rey Za Burrel,Cosmic Era
Kong,One Piece universe
Manjaro,One Piece universe
Mounblutain,One Piece universe
Catacombo,One Piece universe
Fillonce,One Piece universe
Minister of the Left,One Piece universe
Octopako,One Piece universe
Kadar,One Piece universe
Bobbin,One Piece universe
Biyo,One Piece universe
Neko Kamimoku,Akebi's Sailor Uniform universe
Fen Bock,One Piece universe
Sylph,Granblue Fantasy universe
Donovan Desmond,Spy × Family universe
Denji,Chainsaw Man universe
Walter Evans,Spy × Family universe
Emile Elman,Spy × Family universe
Camilla,Spy × Family universe
Bambietta Basterbine,Bleach universe
Chitose Amano,Teppen—!!! universe
Yuji Sano,My Isekai Life universe
Dryad,My Isekai Life universe
Tina,My Isekai Life universe
Rodis,My Isekai Life universe
Kogure Kawanami,My Stepmom's Daughter Is My Ex universe
Marron,Dragon Ball universe
Sena Narumi,Kokuhaku Jikkō Iinkai universe
Pervinca Took,Tolkien's legendarium
Sigismond Took,Tolkien's legendarium
Nina Lightfoot,Tolkien's legendarium
Marigold Gamgee,Tolkien's legendarium
Toriel Dreemurr,Undertale universe
Asgore Dreemurr,Undertale universe
Green Flu,Left 4 Dead universe
Cordyceps Brain Infection,The Last of Us universe
Bucca of the Marish,Tolkien's legendarium
Sprout,My Little Pony G4-G5 universe
Phyllis,My Little Pony G4-G5 universe
Kaladin,Cosmere
Captain Trips,Multiverse
Komeiji Satori,Touhou Project universe
Loona,Hellaverse
Seashell,My Little Pony G4-G5 universe
Windy,My Little Pony G4-G5 universe
Sweets,My Little Pony G4-G5 universe
Sugar Moonlight,My Little Pony G4-G5 universe
Rocky Riff,My Little Pony G4-G5 universe
Lily Moonlight,My Little Pony G4-G5 universe
Toots,My Little Pony G4-G5 universe
Rosedust,My Little Pony G4-G5 universe
The Pale King,Hollow Knight universe
The White Lady,Hollow Knight universe
Hoid,Cosmere
The Stormfather,Cosmere
Rin Kaenbyou,Touhou Project universe
Riley,Pokémon universe
Norman,Pokémon universe
Crasher Wake,Pokémon universe
Juan,Pokémon universe
Sabrina,Pokémon universe
Sig Curtis,Fullmetal Alchemist universe
Bertha,Pokémon universe
Utakata,Naruto universe
Flint,Pokémon universe
Artemis,Sailor Moon universe
Cerberus,Cardcaptor Sakura universe
Blackbeard,One Piece universe
Genma Saotome,Ranma ½ universe
Saito,World of Ghost in the Shell
Eriol Hiiragizawa,Cardcaptor Sakura universe
Perona,One Piece universe
Kihel Heim,Correct Century
Sochie Heim,Correct Century
Recoome,Dragon Ball universe
Garma Zabi,Universal Century
Cirno,Touhou Project universe
Boruto Uzumaki,Naruto universe
Hikari Horaki,Neon Genesis Evangelion universe
Laxus Dreyar,Fairy Tail universe
Mirajane Strauss,Fairy Tail universe
Beerus,Dragon Ball universe
Rogue Cheney,Fairy Tail universe
Gabriel the Warrior,Minecraft universe
Gwynne,Granblue Fantasy universe
Funtime Freddy,Five Nights at Freddy's universe
Five Nights at Freddy's 3 security guard,Five Nights at Freddy's universe
Chara,Undertale universe
Medic,Team Fortress universe
Killbane,Saints Row universe
Lionel Starkweather,Manhunt universe
Zoe Taylor,Bully universe
Muiri,The Elder Scrolls universe
Torbjörn,Overwatch universe
Asha Odekar,Saints Row universe
Tess,The Last of Us universe
Robert,The Last of Us universe
Tad Spencer,Bully universe
Mr. Burton,Bully universe
Takao Hiyama,Future Diary universe
SCP-049,SCP universe
DJ Paul,Grand Theft Auto HD universe
Omar Khalid Gutaale,Unit 13 universe
Ringo,Unit 13 universe
Python,Unit 13 universe
Animal,Unit 13 universe
Kronika,Mortal Kombat universe
Gran,Granblue Fantasy universe
De La Fille,Granblue Fantasy universe
Hazen,Granblue Fantasy universe
Keehar,Granblue Fantasy universe
Zehek,Granblue Fantasy universe
Yuel,Granblue Fantasy universe
Feather,Granblue Fantasy universe
Mishra,Granblue Fantasy universe
Eso,Granblue Fantasy universe
Sig,Granblue Fantasy universe
Ferry,Granblue Fantasy universe
Daetta,Granblue Fantasy universe
Arulumaya,Granblue Fantasy universe
Lennah,Granblue Fantasy universe
Sophia,Granblue Fantasy universe
Johann,Granblue Fantasy universe
Carmelina,Granblue Fantasy universe
The Bachelor,Pathologic universe
Lily Ritter,State of Decay universe
The Changeling,Pathologic universe
Steve,Harvester universe
Steve's mom,Harvester universe
Kollector,Mortal Kombat universe
Psycho,Borderlands universe
Ryu,Homestar Runner universe
Andira,Granblue Fantasy universe
Ryan E. Noel,Zombie Panic! universe
Jessica C. Mannings,Zombie Panic! universe
Ruby Rose,RWBY universe
Impotent Rage cosplayer,Grand Theft Auto HD universe
Playa,Saints Row universe
Prostitute,Saints Row universe
Kiwi,Batta Batta universe
Clancy Jarvis,Resident Evil universe
Mia Winters,Resident Evil universe
Eveline,Resident Evil universe
Kara Gentner,DERE.EXE universe
Kirk Mathison,Resident Evil universe
Noble Six,Halo universe
Mímir,God of War universe
Joshua Graham,Fallout universe
General Clawfoot,Sly Cooper universe
Deadman,Death Stranding universe
Sonia,Pokémon universe
Milo,Pokémon universe
Omi Yasuda,Yandere School universe
Tomio Nakano,Yandere School universe
Zahlhamelina,Granblue Fantasy universe
Alistair,Granblue Fantasy universe
Thelonim,Granblue Fantasy universe
Milleore,Granblue Fantasy universe
Syr,Granblue Fantasy universe
J.J.,Granblue Fantasy universe
Sahli Lao,Granblue Fantasy universe
Silva,Granblue Fantasy universe
Percival,Granblue Fantasy universe
Ceylan,Granblue Fantasy universe
Pavidus,Granblue Fantasy universe
Orchid,Granblue Fantasy universe
Yggdrasil,Granblue Fantasy universe
Mirin,Granblue Fantasy universe
Olivia,Granblue Fantasy universe
Wulf,Granblue Fantasy universe
Pholia,Granblue Fantasy universe
Aglovale,Granblue Fantasy universe
Caim,Granblue Fantasy universe
Fraux,Granblue Fantasy universe
Malluel,Granblue Fantasy universe
You,Granblue Fantasy universe
Bane,DC Universe
Michelangelo,Teenage Mutant Ninja Turtles universe
Leonardo,Teenage Mutant Ninja Turtles universe
Harley Quinn,DC Universe
Venus de Milo,Teenage Mutant Ninja Turtles universe
Splinter,Teenage Mutant Ninja Turtles universe
Slash,Teenage Mutant Ninja Turtles universe
Chuck,Pokémon universe
Hayate Gekkō,Naruto universe
Inoichi Yamanaka,Naruto universe
Typhon,Granblue Fantasy universe
Friday,Granblue Fantasy universe
Nectar,Granblue Fantasy universe
Silber,The King of Fighters universe
Alice Nakata,The King of Fighters universe
Luong,The King of Fighters universe
Kukri,The King of Fighters universe
Tamaki,Dead or Alive universe
Tamaki,Dead or Alive Xtreme universe
Misaki,Dead or Alive universe
Misaki,Dead or Alive Xtreme universe
Fiona,Dead or Alive Xtreme universe
Patty,Dead or Alive Xtreme universe
Bang Shishigami,BlazBlue universe
Yūki Terumi,BlazBlue universe
Λ-No.11-,BlazBlue universe
Hasuta,Haiyore! Nyaruko-san universe
El Condor Pasa,Uma Musume universe
King Halo,Uma Musume universe
Rice Shower,Uma Musume universe
Sammy Thunder,Professor Layton universe
Fredrich Beluga,Professor Layton universe
Anthony Herzen,Professor Layton universe
Randall Ascot,Professor Layton universe
Alfendi Layton,Professor Layton universe
Barton,Professor Layton universe
Isaac,Granblue Fantasy universe
Echo,Overwatch universe
Bubba,Grand Theft Auto 2D universe
Troy,Grand Theft Auto 2D universe
Turbo,Grand Theft Auto 2D universe
Bouncy Bee,Adventure Time universe
Hunny Bunny,Adventure Time universe
Leonardo,Teenage Mutant Ninja Turtles universe
Michelangelo,Teenage Mutant Ninja Turtles universe
Xever Montes,Teenage Mutant Ninja Turtles universe
Ivan Steranko,Teenage Mutant Ninja Turtles universe
Sigma,Overwatch universe
Donatello,Teenage Mutant Ninja Turtles universe
Baxter Stockman,Teenage Mutant Ninja Turtles universe
Slash,Teenage Mutant Ninja Turtles universe
Bebop,Teenage Mutant Ninja Turtles universe
Karl Heisenberg,Resident Evil universe
Misogi,Princess Connect! universe
Aoi,Princess Connect! universe
Shinobu,Princess Connect! universe
Suzume,Princess Connect! universe
Rima,Princess Connect! universe
Tamamo Cross,Uma Musume universe
Sakura Bakushin O,Uma Musume universe
Sweep Tosho,Uma Musume universe
Nakayama Festa,Uma Musume universe
Nishino Flower,Uma Musume universe
Mr. C.B.,Uma Musume universe
Mejiro Dober,Uma Musume universe
Happy Meek,Uma Musume universe
Etsuko Otonashi,Uma Musume universe
Antón Castillo,Far Cry universe
Jake Park,Dead by Daylight universe
David King,Dead by Daylight universe
Rinku Aimoto,D4DJ universe
Muni Ohnaruto,D4DJ universe
Miyu Sakurada,D4DJ universe
Kurumi Shiratori,D4DJ universe
Hjalmar an Craite,The Witcher universe
Azusa,Granblue Fantasy universe
Kacricon Cacooler,Universal Century
Roux Louka,Universal Century
Clotho Buer,Cosmic Era
Banagher Links,Universal Century
Mineva Lao Zabi,Universal Century
Riddhe Marcenas,Universal Century
Gilboa Sant,Universal Century
Homare,Princess Connect! universe
???,universe of The Legend of Zelda
Sauron,Tolkien's legendarium
Aulë,Tolkien's legendarium
Manwë,Tolkien's legendarium
Ulmo,Tolkien's legendarium
Oromë,Tolkien's legendarium
Mandos,Tolkien's legendarium
Tulkas,Tolkien's legendarium
Morgoth,Tolkien's legendarium
Gandalf,Tolkien's legendarium
Salmar,Tolkien's legendarium
Arien,Tolkien's legendarium
Melian,Tolkien's legendarium
Vána,Tolkien's legendarium
Arthas Menethil,Warcraft universe
Ossë,Tolkien's legendarium
Eönwë,Tolkien's legendarium
Ilmarë,Tolkien's legendarium
Uinen,Tolkien's legendarium
Tilion,Tolkien's legendarium
Varda,Tolkien's legendarium
Nienna,Tolkien's legendarium
Yavanna,Tolkien's legendarium
The Riddler,DC Universe
Shaggy Rogers,Scooby Doo universe
Reimu Hakurei,Touhou Project universe
James,Pokémon universe
Takeshi,Pokémon universe
Rey Za Burrel,Cosmic Era
Jinbe,One Piece universe
Leona Heidern,The King of Fighters universe
Alora,Star Wars Legends
Rayman,The Glade of Dreams
Kim Kaphwan,The King of Fighters universe
Rinoa Heartilly,Final Fantasy universe
Dandelion,The Witcher universe
Galak Fyyar,Star Wars Legends
Iori Yagami,The King of Fighters universe
Kyo Kusanagi,The King of Fighters universe
Olga Gurlukovich,Metal Gear universe
Kano,Mortal Kombat universe
Johnny Cage,Mortal Kombat universe
Apocalypse,Marvel Universe
Apocalypse,Earth-616
Yoruichi Shihōin,Bleach universe
Hugo Strange,DC Universe
Meat,Mortal Kombat universe
Kazuma Kiryu,Yakuza universe
Nodoka Miyazaki,Q11677487
Sareena,Mortal Kombat universe
John Stewart,DC Universe
Ethelred the Ever-Ready,Harry Potter universe
Havik,Mortal Kombat universe
Motaro,Mortal Kombat universe
Duo Maxwell,After Colony
Drogoth,Tolkien's legendarium
Necro,Street Fighter universe
Akane Tendo,Ranma ½ universe
Cagalli Yula Athha,Cosmic Era
Alucard,Castlevania universe
Ark Thompson,Resident Evil universe
Sheva Alomar,Resident Evil universe
Benimaru Nikaido,The King of Fighters universe
Robert Garcia,The King of Fighters universe
Sergei Gurlukovich,Metal Gear universe
Barret Wallace,Final Fantasy VII universe
Barret Wallace,Final Fantasy universe
Electrocutioner,DC Universe
Colress,Pokémon universe
Bellum,universe of The Legend of Zelda
Elesa,Pokémon universe
Caitlin,Pokémon universe
Cole MacGrath,InFamous universe
Dairou,Mortal Kombat universe
Dahlia,Pokémon universe
Drahmin,Mortal Kombat universe
Eusine,Pokémon universe
Kavar,Star Wars Legends
Chuck,Pokémon universe
Taven,Mortal Kombat universe
Hanharr,Star Wars Legends
Riley,Pokémon universe
Mical,Star Wars Legends
Norman,Pokémon universe
Crasher Wake,Pokémon universe
Juan,Pokémon universe
Sabrina,Pokémon universe
Welf Crozzo,Is It Wrong to Try to Pick Up Girls in a Dungeon? universe
Ottarl,Is It Wrong to Try to Pick Up Girls in a Dungeon? universe
Chigusa Hitachi,Is It Wrong to Try to Pick Up Girls in a Dungeon? universe
