itemLabel,universeLabel
wife of Guo Chang,The Romance of the Three Kingdoms universe
Guan Ding,The Romance of the Three Kingdoms universe
Guan Ning,The Romance of the Three Kingdoms universe
Guan Ping,The Romance of the Three Kingdoms universe
Hua Xin,The Romance of the Three Kingdoms universe
daughter of Cao Ren,The Romance of the Three Kingdoms universe
Xu Gong,The Romance of the Three Kingdoms universe
Yu Ji,The Romance of the Three Kingdoms universe
Zhang Jin,The Romance of the Three Kingdoms universe
the soldier who killed Yu Ji,The Romance of the Three Kingdoms universe
Daqiao,The Romance of the Three Kingdoms universe
Xiaoqiao,The Romance of the Three Kingdoms universe
Lu Su,The Romance of the Three Kingdoms universe
Zheng Bao,The Romance of the Three Kingdoms universe
Zhuge Jin,The Romance of the Three Kingdoms universe
Gu Yong,The Romance of the Three Kingdoms universe
Han Meng,The Romance of the Three Kingdoms universe
Sui Yuanjin,The Romance of the Three Kingdoms universe
Han Juzi,The Romance of the Three Kingdoms universe
Lü Weihuang,The Romance of the Three Kingdoms universe
Zhao Rui,The Romance of the Three Kingdoms universe
Jiang Qi,The Romance of the Three Kingdoms universe
Yuan Shang,The Romance of the Three Kingdoms universe
Jiang Yiqu,The Romance of the Three Kingdoms universe
Lady Liu,The Romance of the Three Kingdoms universe
Yuan Xi,The Romance of the Three Kingdoms universe
Gao Gan,The Romance of the Three Kingdoms universe
Wang Zhao,The Romance of the Three Kingdoms universe
Su You,The Romance of the Three Kingdoms universe
Lü Kuang,The Romance of the Three Kingdoms universe
Lü Xiang,The Romance of the Three Kingdoms universe
Wang Xiu,The Romance of the Three Kingdoms universe
Xin Pi,The Romance of the Three Kingdoms universe
Yin Kai,The Romance of the Three Kingdoms universe
Ju Hu,The Romance of the Three Kingdoms universe
Ma Yan,The Romance of the Three Kingdoms universe
Zhang Yi,The Romance of the Three Kingdoms universe
Li Fu,The Romance of the Three Kingdoms universe
Yin Kui,The Romance of the Three Kingdoms universe
Shen Rong,The Romance of the Three Kingdoms universe
Cao Pi,The Romance of the Three Kingdoms universe
Lady Zhen,The Romance of the Three Kingdoms universe
Cui Yan,The Romance of the Three Kingdoms universe
Jiao Chu,The Romance of the Three Kingdoms universe
Zhang Nan,The Romance of the Three Kingdoms universe
Wuhuanchu,The Romance of the Three Kingdoms universe
Han Heng,The Romance of the Three Kingdoms universe
Wang Yan,The Romance of the Three Kingdoms universe
Tian Chou,The Romance of the Three Kingdoms universe
Gongsun Kang,The Romance of the Three Kingdoms universe
Gongsun Du,The Romance of the Three Kingdoms universe
Gognsun Gong,The Romance of the Three Kingdoms universe
Cao Zhi,The Romance of the Three Kingdoms universe
Guo Yi,The Romance of the Three Kingdoms universe
Zhang Wu,The Romance of the Three Kingdoms universe
Chen Sun,The Romance of the Three Kingdoms universe
Yi Ji,The Romance of the Three Kingdoms universe
Liu Shan,The Romance of the Three Kingdoms universe
Lady Chen,The Romance of the Three Kingdoms universe
Liu Qi,The Romance of the Three Kingdoms universe
Liu Cong,The Romance of the Three Kingdoms universe
Wen Pin,The Romance of the Three Kingdoms universe
Wang Wei,The Romance of the Three Kingdoms universe
Sima Hui,The Romance of the Three Kingdoms universe
Pang Degong,The Romance of the Three Kingdoms universe
Pang Tong,The Romance of the Three Kingdoms universe
Xu Shu,The Romance of the Three Kingdoms universe
Liu Mi,The Romance of the Three Kingdoms universe
Liu Feng,The Romance of the Three Kingdoms universe
Zhuge Gui,The Romance of the Three Kingdoms universe
Zhuge Xuan,The Romance of the Three Kingdoms universe
Zhuge Jun,The Romance of the Three Kingdoms universe
Cui Zhouping,The Romance of the Three Kingdoms universe
Shi Guangyuan,The Romance of the Three Kingdoms universe
Meng Gongwei,The Romance of the Three Kingdoms universe
Huang Chengyan,The Romance of the Three Kingdoms universe
Kan Ze,The Romance of the Three Kingdoms universe
Teresa Ross,Star Trek universe
A.J. Frost,Armageddon universe
John Constantine,Arrowverse
Rosalie Octavius,Earth-96283
Ursula Ditkovich,Earth-96283
Scrum,Pirates of the Caribbean universe
Krew,Jak and Daxter universe
Monica Hughes,Saints Row universe
Amanda,Sleeping Dogs universe
Lola Lombardi,Bully universe
Teppei Kurimatsu,Inazuma Eleven universe
Sam,Overwatch universe
Gina Jabowski,Paradise PD universe
Shazam,DC Extended Universe
Lila West,Dexter universe
Ellifain Tuuserail,Forgotten Realms
Fox-at-Twilight,Forgotten Realms
Xue Zong,The Romance of the Three Kingdoms universe
Cheng Bing,The Romance of the Three Kingdoms universe
Zhu Huan,The Romance of the Three Kingdoms universe
Lu Ji,The Romance of the Three Kingdoms universe
Zhang Wen,The Romance of the Three Kingdoms universe
Lü Meng,The Romance of the Three Kingdoms universe
Lu Xun,The Romance of the Three Kingdoms universe
Xu Sheng,The Romance of the Three Kingdoms universe
Pan Zhang,The Romance of the Three Kingdoms universe
Ding Feng,The Romance of the Three Kingdoms universe
Gan Ning,The Romance of the Three Kingdoms universe
Ling Tong,The Romance of the Three Kingdoms universe
Gui Lan,The Romance of the Three Kingdoms universe
Dai Yuan,The Romance of the Three Kingdoms universe
Bian Hong,The Romance of the Three Kingdoms universe
Lady Xu,The Romance of the Three Kingdoms universe
Sun Gao,The Romance of the Three Kingdoms universe
Fu Ying,The Romance of the Three Kingdoms universe
Su Fei,The Romance of the Three Kingdoms universe
Chen Jiu,The Romance of the Three Kingdoms universe
Deng Long,The Romance of the Three Kingdoms universe
Sima Yi,The Romance of the Three Kingdoms universe
Sima Fang,The Romance of the Three Kingdoms universe
Sima Lang,The Romance of the Three Kingdoms universe
Xiahou Lan,The Romance of the Three Kingdoms universe
Zhi Xi,The Romance of the Three Kingdoms universe
Zhang Yun,The Romance of the Three Kingdoms universe
Deng Yi,The Romance of the Three Kingdoms universe
Liu Xian,The Romance of the Three Kingdoms universe
Fu Xun,The Romance of the Three Kingdoms universe
Wang Can,The Romance of the Three Kingdoms universe
Song Zhong,The Romance of the Three Kingdoms universe
Wei Yan,The Romance of the Three Kingdoms universe
Kruge,Star Trek universe
Wu Chen,The Romance of the Three Kingdoms universe
Bu Zhi,The Romance of the Three Kingdoms universe
Cheng Zi,The Romance of the Three Kingdoms universe
Jiang Gan,The Romance of the Three Kingdoms universe
Liu Fu,The Romance of the Three Kingdoms universe
Lü Tong,The Romance of the Three Kingdoms universe
Niu Jin,The Romance of the Three Kingdoms universe
Cao Chun,The Romance of the Three Kingdoms universe
Chen Jiao,The Romance of the Three Kingdoms universe
Ma Su,The Romance of the Three Kingdoms universe
Ma Liang,The Romance of the Three Kingdoms universe
Liu Du,The Romance of the Three Kingdoms universe
Zhao Fan,The Romance of the Three Kingdoms universe
Lady Fan,The Romance of the Three Kingdoms universe
Jin Xuan,The Romance of the Three Kingdoms universe
Huang Zhong,The Romance of the Three Kingdoms universe
Liu Pan,The Romance of the Three Kingdoms universe
Song Qian,The Romance of the Three Kingdoms universe
Taishi Xiang,The Romance of the Three Kingdoms universe
Cao Xiu,The Romance of the Three Kingdoms universe
Zhong Yao,The Romance of the Three Kingdoms universe
Sun Yu,The Romance of the Three Kingdoms universe
Zhou Xun,The Romance of the Three Kingdoms universe
Zhou Yin,The Romance of the Three Kingdoms universe
Ma Su,The Romance of the Three Kingdoms universe
Ma Dai,The Romance of the Three Kingdoms universe
Ma Xiu,The Romance of the Three Kingdoms universe
Ma Tie,The Romance of the Three Kingdoms universe
wife of Huang Kui,The Romance of the Three Kingdoms universe
Pang De,The Romance of the Three Kingdoms universe
Hou Xuan,The Romance of the Three Kingdoms universe
Cheng Yin,The Romance of the Three Kingdoms universe
Li Kan,The Romance of the Three Kingdoms universe
Zhang Heng,The Romance of the Three Kingdoms universe
Liang Xing,The Romance of the Three Kingdoms universe
Cheng Yi,The Romance of the Three Kingdoms universe
Ma Wan,The Romance of the Three Kingdoms universe
Yang Qiu,The Romance of the Three Kingdoms universe
Ding Fei,The Romance of the Three Kingdoms universe
Lou Zibo,The Romance of the Three Kingdoms universe
Yang Fu,The Romance of the Three Kingdoms universe
Wei Kang,The Romance of the Three Kingdoms universe
Zhang Ji,The Romance of the Three Kingdoms universe
Zhang Ling,The Romance of the Three Kingdoms universe
Zhang Heng,The Romance of the Three Kingdoms universe
Yan Pu,The Romance of the Three Kingdoms universe
Zhang Wei,The Romance of the Three Kingdoms universe
Zhao Wei,The Romance of the Three Kingdoms universe
mother of Zhang Lu,The Romance of the Three Kingdoms universe
Pang Xi,The Romance of the Three Kingdoms universe
Zhang Song,The Romance of the Three Kingdoms universe
Jia Xu,The Romance of the Three Kingdoms universe
Huchi'er,The Romance of the Three Kingdoms universe
Li Meng,The Romance of the Three Kingdoms universe
Wang Fang,The Romance of the Three Kingdoms universe
Chong Fu,The Romance of the Three Kingdoms universe
Han Sui,The Romance of the Three Kingdoms universe
Chong Shao,The Romance of the Three Kingdoms universe
Liu Fan,The Romance of the Three Kingdoms universe
Ma Chao,The Romance of the Three Kingdoms universe
Li Bie,The Romance of the Three Kingdoms universe
Xun Yu,The Romance of the Three Kingdoms universe
Cheng Yu,The Romance of the Three Kingdoms universe
Guo Jia,The Romance of the Three Kingdoms universe
Liu Ye,The Romance of the Three Kingdoms universe
Man Chong,The Romance of the Three Kingdoms universe
Lü Qian,The Romance of the Three Kingdoms universe
Mao Jie,The Romance of the Three Kingdoms universe
Yu Jin,The Romance of the Three Kingdoms universe
Dian Wei,The Romance of the Three Kingdoms universe
Ying Shao,The Romance of the Three Kingdoms universe
Cao De,The Romance of the Three Kingdoms universe
Zhang Kai,The Romance of the Three Kingdoms universe
Cao Bao,The Romance of the Three Kingdoms universe
Mi Zhu,The Romance of the Three Kingdoms universe
Tian Kai,The Romance of the Three Kingdoms universe
Chen Deng,The Romance of the Three Kingdoms universe
Kong Zhou,The Romance of the Three Kingdoms universe
Guan Hai,The Romance of the Three Kingdoms universe
Taishi Ci,The Romance of the Three Kingdoms universe
mother of Taishi Ci,The Romance of the Three Kingdoms universe
Liu Yao,The Romance of the Three Kingdoms universe
Zhang Yan,The Romance of the Three Kingdoms universe
Delphine,The Vexations of a Shut-In Vampire Princess universe
Helldeus Heaven,The Vexations of a Shut-In Vampire Princess universe
Odilon Metal,The Vexations of a Shut-In Vampire Princess universe
Xue Lan,The Romance of the Three Kingdoms universe
Li Feng,The Romance of the Three Kingdoms universe
Zhang Liao,The Romance of the Three Kingdoms universe
Zang Ba,The Romance of the Three Kingdoms universe
Hao Meng,The Romance of the Three Kingdoms universe
Cao Xing,The Romance of the Three Kingdoms universe
Cheng Lian,The Romance of the Three Kingdoms universe
Wei Xu,The Romance of the Three Kingdoms universe
Song Xian,The Romance of the Three Kingdoms universe
Hou Cheng,The Romance of the Three Kingdoms universe
Gao Shun,The Romance of the Three Kingdoms universe
Sun Qian,The Romance of the Three Kingdoms universe
He Yi,The Romance of the Three Kingdoms universe
He Man,The Romance of the Three Kingdoms universe
Xu Chu,The Romance of the Three Kingdoms universe
Lambert Aurousseau,I'm in Love with the Villainess universe
L'Ausseil Bauer,I'm in Love with the Villainess universe
Melia François,I'm in Love with the Villainess universe
Shen Pei,The Romance of the Three Kingdoms universe
wife of Yang Biao,The Romance of the Three Kingdoms universe
Li Xian,The Romance of the Three Kingdoms universe
Empress Fu,The Romance of the Three Kingdoms universe
Zuo Ling,The Romance of the Three Kingdoms universe
Yang Mi,The Romance of the Three Kingdoms universe
Yang Qi,The Romance of the Three Kingdoms universe
Huangfu Li,The Romance of the Three Kingdoms universe
Yang Feng,The Romance of the Three Kingdoms universe
Wang Chang,The Romance of the Three Kingdoms universe
Song Guo,The Romance of the Three Kingdoms universe
Xu Huang,The Romance of the Three Kingdoms universe
Duan Wei,The Romance of the Three Kingdoms universe
Dong Cheng,The Romance of the Three Kingdoms universe
Han Xian,The Romance of the Three Kingdoms universe
Li Yue,The Romance of the Three Kingdoms universe
Hu Cai,The Romance of the Three Kingdoms universe
Han Rong,The Romance of the Three Kingdoms universe
Wang Yi,The Romance of the Three Kingdoms universe
Dong Zhao,The Romance of the Three Kingdoms universe
Ren Jun,The Romance of the Three Kingdoms universe
Ji Ling,The Romance of the Three Kingdoms universe
Lilla gubben,Pippi Longstocking universe
Lady Gan,The Romance of the Three Kingdoms universe
Lady Mi,The Romance of the Three Kingdoms universe
Lu Kang,The Romance of the Three Kingdoms universe
Wu Jing,The Romance of the Three Kingdoms universe
Zu Lang,The Romance of the Three Kingdoms universe
Zhu Zhi,The Romance of the Three Kingdoms universe
Lü Fan,The Romance of the Three Kingdoms universe
Zhou Yu,The Romance of the Three Kingdoms universe
Zhang Zhao,The Romance of the Three Kingdoms universe
Zhang Hong,The Romance of the Three Kingdoms universe
Zhang Ying,The Romance of the Three Kingdoms universe
Jiang Qin,The Romance of the Three Kingdoms universe
Zhou Tai,The Romance of the Three Kingdoms universe
Zuo Rong,The Romance of the Three Kingdoms universe
Xue Li,The Romance of the Three Kingdoms universe
Chen Wu,The Romance of the Three Kingdoms universe
Yu Mi,The Romance of the Three Kingdoms universe
Fan Neng,The Romance of the Three Kingdoms universe
Yan Baihu,The Romance of the Three Kingdoms universe
Yan Yu,The Romance of the Three Kingdoms universe
Ling Cao,The Romance of the Three Kingdoms universe
Wang Lang,The Romance of the Three Kingdoms universe
Yu Fan,The Romance of the Three Kingdoms universe
Zhou Xin,The Romance of the Three Kingdoms universe
Dong Xi,The Romance of the Three Kingdoms universe
Hua Tuo,The Romance of the Three Kingdoms universe
Yang Dajiang,The Romance of the Three Kingdoms universe
Qiao Rui,The Romance of the Three Kingdoms universe
Lei Bo,The Romance of the Three Kingdoms universe
Chen Lan,The Romance of the Three Kingdoms universe
Han Yin,The Romance of the Three Kingdoms universe
son of Yuan Shu,The Romance of the Three Kingdoms universe
daughter of Cao Bao,The Romance of the Three Kingdoms universe
Chen Gui,The Romance of the Three Kingdoms universe
Zhang Xiu,The Romance of the Three Kingdoms universe
Wang Ze,The Romance of the Three Kingdoms universe
Cao Anmin,The Romance of the Three Kingdoms universe
Lady Zou,The Romance of the Three Kingdoms universe
Hu Cher,The Romance of the Three Kingdoms universe
Cao Ang,The Romance of the Three Kingdoms universe
Liu Zhang,The Romance of the Three Kingdoms universe
Zhang Lu,The Romance of the Three Kingdoms universe
Yan Xiang,The Romance of the Three Kingdoms universe
Chen Ji,The Romance of the Three Kingdoms universe
Jin Shang,The Romance of the Three Kingdoms universe
Li Feng,The Romance of the Three Kingdoms universe
Yue Jiu,The Romance of the Three Kingdoms universe
Dian Man,The Romance of the Three Kingdoms universe
Wu Xi,The Romance of the Three Kingdoms universe
Lei Xu,The Romance of the Three Kingdoms universe
Li Tong,The Romance of the Three Kingdoms universe
Sun Guan,The Romance of the Three Kingdoms universe
Wu Dun,The Romance of the Three Kingdoms universe
Yin Li,The Romance of the Three Kingdoms universe
Chang Xi,The Romance of the Three Kingdoms universe
Jian Yong,The Romance of the Three Kingdoms universe
Mi Fang,The Romance of the Three Kingdoms universe
Gyokuyou,The Apothecary Diaries universe
Lihua,The Apothecary Diaries universe
Lishu,The Apothecary Diaries universe
Ah-Duo,The Apothecary Diaries universe
Xiaolan,The Apothecary Diaries universe
Gaoshun,The Apothecary Diaries universe
wife of Liu An,The Romance of the Three Kingdoms universe
mother of Liu An,The Romance of the Three Kingdoms universe
Xu Si,The Romance of the Three Kingdoms universe
Wang Kai,The Romance of the Three Kingdoms universe
Yang Chou,The Romance of the Three Kingdoms universe
Sui Gu,The Romance of the Three Kingdoms universe
Shi Huan,The Romance of the Three Kingdoms universe
Che Zhou,The Romance of the Three Kingdoms universe
Liu Ang,The Romance of the Three Kingdoms universe
Liu Lu,The Romance of the Three Kingdoms universe
Liu Lian,The Romance of the Three Kingdoms universe
Liu Ying,The Romance of the Three Kingdoms universe
Liu Jian,The Romance of the Three Kingdoms universe
Liu Ai,The Romance of the Three Kingdoms universe
Liu Xian,The Romance of the Three Kingdoms universe
Liu Shu,The Romance of the Three Kingdoms universe
Liu Yi,The Romance of the Three Kingdoms universe
Liu Bi,The Romance of the Three Kingdoms universe
Liu Da,The Romance of the Three Kingdoms universe
Liu Buyi,The Romance of the Three Kingdoms universe
Liu Hui,The Romance of the Three Kingdoms universe
Zhao Yan,The Romance of the Three Kingdoms universe
Fu Wan,The Romance of the Three Kingdoms universe
Wang Zifu,The Romance of the Three Kingdoms universe
Wu Zilan,The Romance of the Three Kingdoms universe
Chong Ji,The Romance of the Three Kingdoms universe
Wu Shuo,The Romance of the Three Kingdoms universe
Zhu Ling,The Romance of the Three Kingdoms universe
Lu Zhao,The Romance of the Three Kingdoms universe
Yuan Yin,The Romance of the Three Kingdoms universe
Xu Qiu,The Romance of the Three Kingdoms universe
Ma Rong,The Romance of the Three Kingdoms universe
Guo Tu,The Romance of the Three Kingdoms universe
Gao Lan,The Romance of the Three Kingdoms universe
Zhang He,The Romance of the Three Kingdoms universe
Wang Zhong,The Romance of the Three Kingdoms universe
Mi Heng,The Romance of the Three Kingdoms universe
Han Song,The Romance of the Three Kingdoms universe
Yang Xiu,The Romance of the Three Kingdoms universe
Ji Ping,The Romance of the Three Kingdoms universe
Yunying,The Romance of the Three Kingdoms universe
Dong Guifei,The Romance of the Three Kingdoms universe
Yuan Tan,The Romance of the Three Kingdoms universe
Liu Yan,The Romance of the Three Kingdoms universe
Miss Pauling,Team Fortress universe
Jeyne Westerling,World of Ice and Fire
Mrs. Nahasapeemapetilon,The Simpsons universe
Bilious Hale,Team Fortress universe
Sarah,The Last of Us universe
Tommy,The Last of Us universe
Fug,Manhunt universe
Robert,DC Universe
Other Mother,Coraline universe
Sophie Krustofsky,The Simpsons universe
LaBarbara Conrad,Futuramaverse
Harry Osborn,Earth-96283
Aaron Davis,Marvel Universe
Joe Chen,Brink universe
Pujing,The Romance of the Three Kingdoms universe
Liu Xian,The Romance of the Three Kingdoms universe
Lady Yan,The Romance of the Three Kingdoms universe
Zhong Jin,The Romance of the Three Kingdoms universe
Du Yuan,The Romance of the Three Kingdoms universe
Cen Wei,The Romance of the Three Kingdoms universe
Sun Ji,The Romance of the Three Kingdoms universe
Zheng Wen,The Romance of the Three Kingdoms universe
Miao Ze,The Romance of the Three Kingdoms universe
Pei Xu,The Romance of the Three Kingdoms universe
Han Ying,The Romance of the Three Kingdoms universe
Mu Shun,The Romance of the Three Kingdoms universe
Wei Hong,The Romance of the Three Kingdoms universe
Su Yong,The Romance of the Three Kingdoms universe
Wan Zheng,The Romance of the Three Kingdoms universe
Lady Li,The Romance of the Three Kingdoms universe
Gan Xiu,The Romance of the Three Kingdoms universe
Ding Yuan,The Romance of the Three Kingdoms universe
Lü Bu,The Romance of the Three Kingdoms universe
Li Su,The Romance of the Three Kingdoms universe
Dong Min,The Romance of the Three Kingdoms universe
Zhou Bi,The Romance of the Three Kingdoms universe
Wu Qiong,The Romance of the Three Kingdoms universe
Concubine Tang,The Romance of the Three Kingdoms universe
Chen Gong,The Romance of the Three Kingdoms universe
Lü Boshe,The Romance of the Three Kingdoms universe
Yue Jin,The Romance of the Three Kingdoms universe
Li Dian,The Romance of the Three Kingdoms universe
Xiahou Dun,The Romance of the Three Kingdoms universe
Xiahou Yuan,The Romance of the Three Kingdoms universe
Cao Ren,The Romance of the Three Kingdoms universe
Cao Hong,The Romance of the Three Kingdoms universe
Han Fu,The Romance of the Three Kingdoms universe
Kong Zhou,The Romance of the Three Kingdoms universe
Liu Dai,The Romance of the Three Kingdoms universe
Wang Kuang,The Romance of the Three Kingdoms universe
Zhang Miao,The Romance of the Three Kingdoms universe
Qiao Mao,The Romance of the Three Kingdoms universe
Yuan Yi,The Romance of the Three Kingdoms universe
Kong Rong,The Romance of the Three Kingdoms universe
Zhang Chao,The Romance of the Three Kingdoms universe
Tao Qian,The Romance of the Three Kingdoms universe
Ma Teng,The Romance of the Three Kingdoms universe
Hua Xiong,The Romance of the Three Kingdoms universe
Hu Zhen,The Romance of the Three Kingdoms universe
Cheng Pu,The Romance of the Three Kingdoms universe
Huang Gai,The Romance of the Three Kingdoms universe
Han Dang,The Romance of the Three Kingdoms universe
Zu Mao,The Romance of the Three Kingdoms universe
Yan Liang,The Romance of the Three Kingdoms universe
Wen Chou,The Romance of the Three Kingdoms universe
Huang Wan,The Romance of the Three Kingdoms universe
Xun Shuang,The Romance of the Three Kingdoms universe
Xu Rong,The Romance of the Three Kingdoms universe
Liu Biao,The Romance of the Three Kingdoms universe
Kuai Liang,The Romance of the Three Kingdoms universe
Kuai Yue,The Romance of the Three Kingdoms universe
Cai Mao,The Romance of the Three Kingdoms universe
Pang Ji,The Romance of the Three Kingdoms universe
Xun Chen,The Romance of the Three Kingdoms universe
Xin Ping,The Romance of the Three Kingdoms universe
Geng Wu,The Romance of the Three Kingdoms universe
Tian Feng,The Romance of the Three Kingdoms universe
Ju Shou,The Romance of the Three Kingdoms universe
Xu You,The Romance of the Three Kingdoms universe
Gongsun Yue,The Romance of the Three Kingdoms universe
Zhao Yun,The Romance of the Three Kingdoms universe
Qu Yi,The Romance of the Three Kingdoms universe
Yan Gang,The Romance of the Three Kingdoms universe
Ma Midi,The Romance of the Three Kingdoms universe
Zhao Qi,The Romance of the Three Kingdoms universe
Huang Zu,The Romance of the Three Kingdoms universe
Lady Wu,The Romance of the Three Kingdoms universe
Sun Ce,The Romance of the Three Kingdoms universe
Sun Quan,The Romance of the Three Kingdoms universe
Sun Yi,The Romance of the Three Kingdoms universe
Sun Kuang,The Romance of the Three Kingdoms universe
Sun Lang,The Romance of the Three Kingdoms universe
Lady Sun,The Romance of the Three Kingdoms universe
Sun Jing,The Romance of the Three Kingdoms universe
Lady Cai,The Romance of the Three Kingdoms universe
Lü Gong,The Romance of the Three Kingdoms universe
Dong Huang,The Romance of the Three Kingdoms universe
Zhang Wen,The Romance of the Three Kingdoms universe
Shisun Rui,The Romance of the Three Kingdoms universe
Zhuge Liang,The Romance of the Three Kingdoms universe
Zanoba Shirone,Mushoku Tensei universe
He San,Dream of the Red Chamber universe
Antonio,The Faraway Paladin universe
Hexian,Dream of the Red Chamber universe
Prince Nan'an,Dream of the Red Chamber universe
Prince Dongping,Dream of the Red Chamber universe
Liu Tiezui,Dream of the Red Chamber universe
Bi Zhi'an,Dream of the Red Chamber universe
Jingying Jiedushi (character),Dream of the Red Chamber universe
Marquess Xiangyang,Dream of the Red Chamber universe
Marquess Pingyuan,Dream of the Red Chamber universe
Wang Zhong,Dream of the Red Chamber universe
Shi Fu,Dream of the Red Chamber universe
Jia Fan,Dream of the Red Chamber universe
Prince Xi'an,Dream of the Red Chamber universe
Yingguan,Dream of the Red Chamber universe
cousin of Xiren,Dream of the Red Chamber universe
husband of Sijie,Dream of the Red Chamber universe
Tax Official,Dream of the Red Chamber universe
daughter of the Tax Official,Dream of the Red Chamber universe
Lin Family's Brother,Dream of the Red Chamber universe
wife of Lai Sheng,Dream of the Red Chamber universe
The Fat Friar,Harry Potter universe
Ma Ling,Water Margin universe
Robert Muldoon,Jurassic Park universe
Marlene McKinnon,Harry Potter universe
Dennis Nedry,Jurassic Park universe
Sara,Mushoku Tensei universe
Suzanne,Mushoku Tensei universe
Timothy,Mushoku Tensei universe
Mimir,Mushoku Tensei universe
Patrice,Mushoku Tensei universe
Soldat Heckler,Mushoku Tensei universe
Badigadi,Mushoku Tensei universe
Arnes,KonoSuba universe
James T. Kirk,Star Trek universe
Mirror Spock,Star Trek universe
Oliver Horn,Reign of the Seven Spellblades universe
Nanao Hibiya,Reign of the Seven Spellblades universe
Vera Milligan,Reign of the Seven Spellblades universe
Michela McFarlane,Reign of the Seven Spellblades universe
Pete Reston,Reign of the Seven Spellblades universe
Katie Aalto,Reign of the Seven Spellblades universe
Guy Greenwood,Reign of the Seven Spellblades universe
Richard Andrews,Reign of the Seven Spellblades universe
Esmeralda,Reign of the Seven Spellblades universe
Luther Garland,Reign of the Seven Spellblades universe
Alvin Godfrey,Reign of the Seven Spellblades universe
Darius Grenville,Reign of the Seven Spellblades universe
Cyrus Rivermoore,Reign of the Seven Spellblades universe
Ophelia Salvadori,Reign of the Seven Spellblades universe
Carlos Whitrow,Reign of the Seven Spellblades universe
Linia Dedoldia,Mushoku Tensei universe
Pursena Adoldia,Mushoku Tensei universe
Juliette,Mushoku Tensei universe
Shizuka Nanahoshi,Mushoku Tensei universe
Cliff Grimoire,Mushoku Tensei universe
Therese Latreia,Mushoku Tensei universe
Miko,Mushoku Tensei universe
Derrick Redbat,Mushoku Tensei universe
Pilemon Notos Greyrat,Mushoku Tensei universe
Byatis,Cthulhu Mythos
Bu Chan,The Romance of the Three Kingdoms universe
Chen Yuan,The Romance of the Three Kingdoms universe
Liu Ping,The Romance of the Three Kingdoms universe
Lou Xuan,The Romance of the Three Kingdoms universe
Feng Dan,The Romance of the Three Kingdoms universe
Du Yu,The Romance of the Three Kingdoms universe
Wang Jun,The Romance of the Three Kingdoms universe
Wang Hun,The Romance of the Three Kingdoms universe
Zhang Hua,The Romance of the Three Kingdoms universe
Sima Zhou,The Romance of the Three Kingdoms universe
Wang Rong,The Romance of the Three Kingdoms universe
Tang Bin,The Romance of the Three Kingdoms universe
Yang Ji,The Romance of the Three Kingdoms universe
Zhang Ti,The Romance of the Three Kingdoms universe
He Zhi,The Romance of the Three Kingdoms universe
Teng Xiu,The Romance of the Three Kingdoms universe
Wu Yan,The Romance of the Three Kingdoms universe
Sun Xin,The Romance of the Three Kingdoms universe
Shen Ying,The Romance of the Three Kingdoms universe
Zhou Zhi,The Romance of the Three Kingdoms universe
Lu Jing,The Romance of the Three Kingdoms universe
Tao Jun,The Romance of the Three Kingdoms universe
Zhang Xiang,The Romance of the Three Kingdoms universe
Hu Chong,The Romance of the Three Kingdoms universe
Xue Ying,The Romance of the Three Kingdoms universe
Wu Yan,The Romance of the Three Kingdoms universe
Sun Xiu,The Romance of the Three Kingdoms universe
Holo,Spice and Wolf universe
Kraft Lawrence,Spice and Wolf universe
Norah Arendt,Spice and Wolf universe
Mr. Everdeen,The Hunger Games universe
Lakan,The Apothecary Diaries universe
Fengxian,The Apothecary Diaries universe
Luomen,The Apothecary Diaries universe
Lihaku,The Apothecary Diaries universe
Pairin,The Apothecary Diaries universe
Meimei,The Apothecary Diaries universe
Joka,The Apothecary Diaries universe
Tu'an,The Romance of the Three Kingdoms universe
Guan Xing,The Romance of the Three Kingdoms universe
Jiang Ji,The Romance of the Three Kingdoms universe
Sun Jiao,The Romance of the Three Kingdoms universe
Zhu Ran,The Romance of the Three Kingdoms universe
Ma Zhong,The Romance of the Three Kingdoms universe
Zuo Xian,The Romance of the Three Kingdoms universe
Liu Mao,The Romance of the Three Kingdoms universe
Lady Wu,The Romance of the Three Kingdoms universe
Liu Yong,The Romance of the Three Kingdoms universe
Liu Li,The Romance of the Three Kingdoms universe
Su Yue,The Romance of the Three Kingdoms universe
Yayu Wu,The Romance of the Three Kingdoms universe
wife of Yayu Wu,The Romance of the Three Kingdoms universe
Sima Shi,The Romance of the Three Kingdoms universe
Sima Fu,The Romance of the Three Kingdoms universe
Jia Kui,The Romance of the Three Kingdoms universe
Ding Yi,The Romance of the Three Kingdoms universe
Ding Yi,The Romance of the Three Kingdoms universe
Shen Yi,The Romance of the Three Kingdoms universe
Liu Yi,The Romance of the Three Kingdoms universe
Zhang Yin,The Romance of the Three Kingdoms universe
He Zong,The Romance of the Three Kingdoms universe
Yin Mo,The Romance of the Three Kingdoms universe
Yin Chun,The Romance of the Three Kingdoms universe
Zhang Yi,The Romance of the Three Kingdoms universe
Wang Mou,The Romance of the Three Kingdoms universe
Xu Ci,The Romance of the Three Kingdoms universe
Meng Guang,The Romance of the Three Kingdoms universe
Cheng Ji,The Romance of the Three Kingdoms universe
Feng Xi,The Romance of the Three Kingdoms universe
Zhang Nan,The Romance of the Three Kingdoms universe
Fu Tong,The Romance of the Three Kingdoms universe
