itemLabel,universeLabel
Gabiru,That Time I Got Reincarnated as a Slime
Kaval,That Time I Got Reincarnated as a Slime
Yuuki Kagurazaka,That Time I Got Reincarnated as a Slime
Myrd,That Time I Got Reincarnated as a Slime
Abiru,That Time I Got Reincarnated as a Slime
Gard Mjollmile,That Time I Got Reincarnated as a Slime
Shoko Ieiri,Jujutsu Kaisen
Ghislaine Dedoldia,Mushoku Tensei
Utahime Iori,Jujutsu Kaisen
Naobito Zenin,Jujutsu Kaisen
Tomoka Minato,Ro-Kyu-Bu!
Touko Hatano,Ro-Kyu-Bu!
Kagetsu Hakamada,Ro-Kyu-Bu!
Hijiri Kuina,Ro-Kyu-Bu!
Ginga Hasegawa,Ro-Kyu-Bu!
Nobue Okuda,Ro-Kyu-Bu!
Siesta,The Detective is Already Dead
Nagisa Natsunagi,The Detective is Already Dead
Laurier,Is It Wrong to Try to Pick Up Girls in a Dungeon?
Haruta Shigemo,Jujutsu Kaisen
Relius Clover,BlazBlue
Trebol,One Piece
Mahiro Yasaka,Haiyore! Nyaruko-san
Ghutatan,Haiyore! Nyaruko-san
Vodka,Uma Musume
Daiwa Scarlet,Uma Musume
Gold Ship,Uma Musume
Mejiro McQueen,Uma Musume
Maruzensky,Uma Musume
Air Groove,Uma Musume
Ikuno Dictus,Uma Musume
Mihono Bourbon,Uma Musume
Shinei Nouzen,86
Daiya Irma,86
Haruto Keats,86
Mikuri Kairo,86
Lev Aldrecht,86
Toka Kishi,Yozakura Quartet
Eso,Jujutsu Kaisen
Choso,Jujutsu Kaisen
Tamae Okamine,Date a Live
Charal,Star Wars
Davos Seaworth,World of Ice and Fire
Johnny Bravo,Johnny Bravo
Joseph Schwartz,Foundation
Human Target,DC
Khal Drogo,World of Ice and Fire
Kren Blista-Vanee,Star Wars
Hakan Brakan,Sune
I Ching,DC
Q6034732,Tintin
Ozzik Sturn,Star Wars
Paul Sheldon,Multiverse
Sonny Forelli,Grand Theft Auto 3D
Pintel,Pirates of the Caribbean
Jiao Ting,Water Margin
Lien Neville,The King of Fighters
Zsinj,Star Wars
James Hurley,Twin Peaks universum
Junior Juniper,Marvel
Junior Juniper,Earth-616
Bail Organa,Star Wars
Kaizen Gamorra,Wildstorm
Mai Shiranui,Dead or Alive
Mai Shiranui,The King of Fighters
Rebecca Chambers,Resident Evil
Superintendent Battle,Agatha Christie's fictional
Namora,Marvel
Samantha Wildman,Star Trek
Professor Frink,The Simpsons
Troy McClure,The Simpsons
Courtney Whitmore,DC Animated
Courtney Whitmore,DC
Courtney Whitmore,New Earth
Milhouse Van Houten,The Simpsons
Penelope Pitstop,Wacky Races
Principal Snyder,Buffyverse
Solid Snake,Metal Gear
Derek Powers,DC
Aang,World of Avatar
Ted Kord,DC
James Possible,Kim Possible
Cloud Strife,Final Fantasy
Cloud Strife,Final Fantasy
Professor Dementor,Kim Possible
Buffy Summers,Buffyverse
Gawyn Trakand,The Wheel of Time
Georgia,Pokémon
Nighthawk,DC
Doctor Eggman,Q123861879
Miles OBrien,Star Trek
Yuuki,Princess Connect!
Hiyori,Princess Connect!
Labyrista,Princess Connect!
Hatsune,Princess Connect!
Miyako,Princess Connect!
Jun,Princess Connect!
Shiori,Princess Connect!
Mifuyu,Princess Connect!
Yukari,Princess Connect!
Mitsuki,Princess Connect!
Eriko,Princess Connect!
Yuki,Princess Connect!
Chloe,Princess Connect!
Ayumu Uehara,Love Live!
Fine Motion,Uma Musume
Manhattan Cafe,Uma Musume
Yukino Bijin,Uma Musume
Meisho Doto,Uma Musume
Maho Akashi,D4DJ
Rika Seto,D4DJ
Elma,Miss Kobayashi's Dragon Maid
Damocles,Miss Kobayashi's Dragon Maid
Chisato Arashi,Love Live!
Hyogoro,One Piece
Gin,One Piece
Nezumi,One Piece
Pudding Pudding,One Piece
Ipponmatsu,One Piece
Crocus,One Piece
Dorry,One Piece
Yuki,One Piece
Donkey Kong,Super Mario
Draco Malfoy,Harry Potter
Enchantress,Marvel
Enchantress,Earth-616
Sirius Black,Harry Potter
Thor,Marvel
Thor,Earth-616
James Potter,Harry Potter
Lucius Malfoy,Harry Potter
Salazar Slytherin,Harry Potter
Unicron,Transformers multiverse
Heimdall,Marvel
Heimdall,Earth-616
Loki,Marvel
Loki,Earth-616
Narcissa Malfoy,Harry Potter
Phineas Nigellus Black,Harry Potter
Barty Crouch,Harry Potter
Odin,Marvel
Odin,Earth-616
Sif,Marvel
Angela,Marvel
Angela,Earth-616
Angela,Image
Balder,Marvel
Balder,Earth-616
Hela,Marvel
Hela,Earth-616
Hermod,Marvel
Frigga,Marvel
Bill Weasley,Harry Potter
Vincent Crabbe,Harry Potter
Lavender Brown,Harry Potter
Lorelei,Marvel
NZ-333  Azieru,Universal Century
Andromeda Tonks,Harry Potter
Charlie Weasley,Harry Potter
Kingsley Shacklebolt,Harry Potter
Alice Longbottom,Harry Potter
Fandral,Marvel
Fandral,Earth-616
Rodolphus Lestrange,Harry Potter
MRX-009 Psyco Gundam,Universal Century
Chan,Dungeons & Dragons
Merope Gaunt,Harry Potter
Cryonax,Dungeons & Dragons
Antioch Peverell,Harry Potter
Cadmus Peverell,Harry Potter
Elphias Doge,Harry Potter
Orion Black,Harry Potter
MA-08 Big Zam,Universal Century
Walburga Black,Harry Potter
Ogremoch,Dungeons & Dragons
Olhydra,Dungeons & Dragons
Star Saber,Transformers multiverse
Sunnis,Dungeons & Dragons
Volstagg,Marvel
Volstagg,Earth-616
Yan-C-Bin,Dungeons & Dragons
AMA-002 Neue Ziel,Universal Century
Damocles Rowle,Harry Potter
Ernie Macmillan,Harry Potter
Augusta Longbottom,Harry Potter
Caractacus Burke,Harry Potter
MA-04X Zakrello,Universal Century
Frank Longbottom,Harry Potter
Rabastan Lestrange,Harry Potter
Pollux Black,Harry Potter
Fred Weasley,Harry Potter
Basil Hawkins,One Piece
Noctis Lucis Caelum,Final Fantasy
Champa,Dragon Ball
Rem,Re:Zero
Samson Oak,Pokémon
Kaku,One Piece
Axel Blaze,Inazuma Eleven
Remilia Scarlet,Touhou Project
Stocking Anarchy,Panty & Stocking with Garterbelt
Brock,Pokémon
Charlotte Katakuri,One Piece
Laboon,One Piece
Rachnera Arachnera,Monster Musume
Yukiteru Amano,Future Diary
Grea,Granblue Fantasy
Vinsmoke Niji,One Piece
Fukaboshi,One Piece
Charlotta,Granblue Fantasy
Lancelot,Granblue Fantasy
Yodarha,Granblue Fantasy
Joker,Persona
Speed Racer,Speed Racer
Yugao Uzuki,Naruto
Yasopp,One Piece
Ruby Kurosawa,Love Live!
Aqua,KonoSuba
Subaru Natsuki,Re:Zero
Azazel,Granblue Fantasy
Gaghiel,Neon Genesis Evangelion
Armisael,Neon Genesis Evangelion
Colt Grice,Attack on Titan
Jaw Titan,Attack on Titan
Hange Zoe,Attack on Titan
Theo Magath,Attack on Titan
Ryu Lion,Is It Wrong to Try to Pick Up Girls in a Dungeon?
Oka Kashima,Is It Wrong to Try to Pick Up Girls in a Dungeon?
Riveria Ljos Alf,Is It Wrong to Try to Pick Up Girls in a Dungeon?
Gareth Landrock,Is It Wrong to Try to Pick Up Girls in a Dungeon?
Miach,Is It Wrong to Try to Pick Up Girls in a Dungeon?
Anarcho-Communist,JrEg
Horseshoe Centrist,JrEg
Junko Hosoe,Uma Musume
Queen Berry,Uma Musume
Kagali,That Time I Got Reincarnated as a Slime
Rinku Aimoto,D4DJ
Muni Ohnaruto,D4DJ
Miyu Sakurada,D4DJ
Kurumi Shiratori,D4DJ
Shouta Magatsuchi,Miss Kobayashi's Dragon Maid
Makino,One Piece
Ripper,One Piece
Cabaji,One Piece
Doreth,That Time I Got Reincarnated as a Slime
Merry,One Piece
Stainless,One Piece
Yorki,One Piece
Chess,One Piece
Kureha,One Piece
Roshio,One Piece
Laffitte,One Piece
Su,One Piece
Shura,One Piece
Motoko Kusanagi,World of Ghost in the Shell
Tom Nook,Animal Crossing
Clow Reed,Cardcaptor Sakura
Daz Bonez,One Piece
Mimete,Sailor Moon
Viluy,Sailor Moon
Puppetmon,Digimon
Desler,Space Battleship Yamato
Matilda Ajan,Universal Century
Loran Cehack,Correct Century
Daisuke Aramaki,World of Ghost in the Shell
Sakon,Naruto
Akamaru,Naruto
Mei Terumi,Naruto
Isshin Kurosaki,Bleach
Thousand,Marvel
Tom Barnaby,Chief Inspector Barnaby
Tom Barnaby,Midsomer
Vlad Drakov,Ravenloft
Tan Xiong,The Romance of the Three Kingdoms
Kou Uraki,Universal Century
Jamitov Hymen,Universal Century
Domon Kasshu,Future Century
Paptimus Scirocco,Universal Century
Alfred Ashford,Resident Evil
Fugaku Uchiha,Naruto
Nightwatch,Marvel
Everywhere Man,DC
Cahir aep Ceallach,The Witcher
Takuma Sakazaki,The King of Fighters
Mammon,Image
Feng Ziying,Dream of the Red Chamber
Zhuier,Dream of the Red Chamber
You Erjie,Dream of the Red Chamber
Homer G. Adams,Perryverse
Wenguan,Dream of the Red Chamber
Kuina,One Piece
Paul Gambi,DC
Rachel Elizabeth Dare,Camp Half-Blood chronicles
Artemis,Sailor Moon
Cerberus,Cardcaptor Sakura
Blackbeard,One Piece
Lucas,Pokémon
Genma Saotome,Ranma ½
Saito,World of Ghost in the Shell
Eriol Hiiragizawa,Cardcaptor Sakura
Perona,One Piece
Kihel Heim,Correct Century
Sochie Heim,Correct Century
Tem Ray,Universal Century
Recoome,Dragon Ball
Garma Zabi,Universal Century
Cirno,Touhou Project
Malva,Pokémon
Bikini,Dragon Ball
Alice Margatroid,Touhou Project
Rude,Final Fantasy
Rude,Final Fantasy
Boruto Uzumaki,Naruto
Hikari Horaki,Neon Genesis Evangelion
Laxus Dreyar,Fairy Tail
Mirajane Strauss,Fairy Tail
Beerus,Dragon Ball
Rogue Cheney,Fairy Tail
Hestia,Is It Wrong to Try to Pick Up Girls in a Dungeon?
General Blue,Dragon Ball
Sherlock Holmes,Sherlock Holmes
Jean-Luc Picard,Star Trek
Gwaihir,Tolkien
Luke Skywalker,Star Wars
Mara Jade,Star Wars
R2-D2,Star Wars
R2-D2,Star Wars
General Grievous,Star Wars
Jim Gordon,DC
Hercule Poirot,Agatha Christie's fictional
Miss Marple,Agatha Christie's fictional
Barbara Gordon,DC
Sandman,DC
Martian Manhunter,DC
Jason Todd,DC
Question,DC
Harvey Bullock,DC
Batman,DC
Batman,Earth-Two
Ratonhnaketon,Assassin's Creed
Neon,DC
Sarah Essen,DC
Spider-Man Noir,Marvel
Batman,DC
Captain Compass,DC
Midnight,DC
Mysto,DC
Nathaniel Dusk,DC
Space Ranger,DC
Togusa,World of Ghost in the Shell
Doctor Thirteen,DC
James Gordon,Gotham
Jacob Frye,Assassin's Creed
Evie Frye,Assassin's Creed
John Blake,Nolanverse
Chloe Decker,Earth-666
Dan Espinoza,Earth-666
Kathy Kane,DC
Batman,DC Animated
Bruce Wayne,Nolanverse
Sven Hjerson,Agatha Christie's fictional
Tentomon,Digimon
The Groke,Moomin world
Little My,Moomin world
Nodoka Miyazaki,Q11677487
Marik Ishtar,Yu-Gi-Oh!
Borsalino,One Piece
Duo Maxwell,After Colony
Tea Gardner,Yu-Gi-Oh!
Retsu Unohana,Bleach
Shigekuni Yamamoto-Genryusai,Bleach
Crocodile,One Piece
Puar,Dragon Ball
Akane Tendo,Ranma ½
Cagalli Yula Athha,Cosmic Era
Giolio Comanche,Fullmetal Alchemist
Cancer Manigoldo,Saint Seiya
May Chang,Fullmetal Alchemist
Alraune Queen,Saint Seiya
Lan Fan,Fullmetal Alchemist
Queen Beryl,Sailor Moon
Shaina Ophiuchus,Saint Seiya
Colress,Pokémon
Barry the Chopper,Fullmetal Alchemist
Caesar Clown,One Piece
Elesa,Pokémon
Caitlin,Pokémon
Bunta Takakura,Crayon Shin-chan
Eusine,Pokémon
Chuck,Pokémon
Hayate Gekko,Naruto
Inoichi Yamanaka,Naruto
Riley,Pokémon
Norman,Pokémon
Crasher Wake,Pokémon
Juan,Pokémon
Sabrina,Pokémon
Sig Curtis,Fullmetal Alchemist
Bertha,Pokémon
Utakata,Naruto
Flint,Pokémon
Yukimaru,Naruto
Priscilla Barielle,Re:Zero
Hetaro Pearlbaton,Re:Zero
Conwood Melahau,Re:Zero
Echidna,Re:Zero
Urouge,One Piece
Nataku Taishi,Saiyuki
Nico Yazawa,Love Live!
Sandalphon,Granblue Fantasy
Sylphiette,Mushoku Tensei
Charlotte Compote,One Piece
Charlotte Snack,One Piece
Charlotte Praline,One Piece
Rigurd,That Time I Got Reincarnated as a Slime
Shion,That Time I Got Reincarnated as a Slime
Benimaru,That Time I Got Reincarnated as a Slime
Geld,That Time I Got Reincarnated as a Slime
Clayman,That Time I Got Reincarnated as a Slime
Ramiris,That Time I Got Reincarnated as a Slime
Levi Ackerman,Attack on Titan
Mavis Vermillion,Fairy Tail
Lusamine,Pokémon
Archie,Pokémon
Nigrisshi,Dragon Ball
Garterbelt,Panty & Stocking with Garterbelt
Shyarly,One Piece
Miss Valentine,One Piece
Palmon,Digimon
Zombina,Monster Musume
Mero,Monster Musume
Vyrn,Granblue Fantasy
Katalina,Granblue Fantasy
Drang,Granblue Fantasy
Black Knight,Granblue Fantasy
Jessica,Granblue Fantasy
Aliza,Granblue Fantasy
Soriz,Granblue Fantasy
Lowain,Granblue Fantasy
Suu,Monster Musume
Capone Bege,One Piece
Lucky Roux,One Piece
August,Fairy Tail
Peggy,Tokyo ESP
Kyoko Kirigiri,Danganronpa
Tayuya,Naruto
Vanilla the Rabbit,Sonic the Hedgehog
Gabi Braun,Attack on Titan
Karteira,Granblue Fantasy
Cucouroux,Granblue Fantasy
Anne,Granblue Fantasy
Israfel,Neon Genesis Evangelion
Matarael,Neon Genesis Evangelion
Zeruel,Neon Genesis Evangelion
Arael,Neon Genesis Evangelion
Ramiel,Neon Genesis Evangelion
Evangelion Unit-02,Neon Genesis Evangelion
Karl Fritz,Attack on Titan
Petra Ral,Attack on Titan
Otohime,One Piece
Emilia,Re:Zero
Cepheus Albior,Saint Seiya
Dabi,My Hero Academia
Hyakinthos Clio,Is It Wrong to Try to Pick Up Girls in a Dungeon?
Lyd,Is It Wrong to Try to Pick Up Girls in a Dungeon?
Ganesha,Is It Wrong to Try to Pick Up Girls in a Dungeon?
Anya Fromel,Is It Wrong to Try to Pick Up Girls in a Dungeon?
Ranye,Is It Wrong to Try to Pick Up Girls in a Dungeon?
Four,Is It Wrong to Try to Pick Up Girls in a Dungeon?
Cliff,Is It Wrong to Try to Pick Up Girls in a Dungeon?
Raul Nord,Is It Wrong to Try to Pick Up Girls in a Dungeon?
Felt,Re:Zero
Beatrice,Re:Zero
Al,Re:Zero
Julius Juukulius,Re:Zero
Ketty Muttart,Re:Zero
Petelgeuse Romanee-Conti,Re:Zero
Shadday Potkin,Star Wars
Masumi Ageo,Crayon Shin-chan
Sorilea,The Wheel of Time
Palace Maven Spenser,Pokémon
Sylvester Pemberton,DC
Sylvester Pemberton,New Earth
Sylvester Pemberton,Earth-167
Sylvester Pemberton,Earth-2
Taj Junak,Star Wars
Tamith Kai,Star Wars
Tex Thompson,DC
Toveine Gazal,The Wheel of Time
Roxie,Pokémon
Yukari Sendo,Rosario + Vampire
Yukiri,The Wheel of Time
Zurvan,Prince of Persia
Aunt Em,Oz
Alisa Selezneva,World of Alisa Selezneva
Joruus Cbaoth,Star Wars
Lev Abalkin,Noon
Choi Bounge,The King of Fighters
Ellen Yin,DC
Askeladden,Nordic folklore
A. J. Chegwidden,NCIS
Alexandre LeRoi,DC
Andrew Quick,Multiverse
Anji Kapoor,Whoniverse
Anna Fortune,DC
Madman,Marvel
Moire,Amber
John Faa,His Dark Materials
Lord Boreal,His Dark Materials
John Parry,His Dark Materials
Solinari,Dragonlance
Mags,The Hunger Games
Clove,The Hunger Games
Thresh,The Hunger Games
Chivalry Farseer,The Realm of the Elderlings
Fat Lady,Harry Potter
Mogh,Star Trek
Tigraine Damodred,The Wheel of Time
Cedrella Black,Harry Potter
Ursula Flint,Harry Potter
Dominique Weasley,Harry Potter
Lucretia Black,Harry Potter
Violetta Bulstrode,Harry Potter
Kanako Kurusu,Oreimo
Hyrum Graff,Ender's Game
Mazer Rackham,Ender's Game
Dolim,Star Trek
Dianmu,Journey to the West
Pan Qiaoyun,Water Margin
Sonja Blue,Old World of Darkness
Siqi,Dream of the Red Chamber
Xu Xian,Legend of the White Snake
Jiang Yuhan,Dream of the Red Chamber
Xue Qiu,Dream of the Red Chamber
Jia Yan,Dream of the Red Chamber
Jia Zhu,Dream of the Red Chamber
Golden-haired Hou,Journey to the West
Zhen Shiyin,Dream of the Red Chamber
Meneldor,Tolkien
Master of Yimsha,Robert E. Howard's fictional
Emeric the Evil,Harry Potter
Q20251770,Discworld
Dalton,One Piece
Nefertari Cobra,One Piece
Miss Merry Christmas,One Piece
Ho,One Piece
Ross,One Piece
Hewitt,One Piece
Rockstar,One Piece
Amazon,One Piece
Ohm,One Piece
Beretta,That Time I Got Reincarnated as a Slime
Middray,That Time I Got Reincarnated as a Slime
Hermes,That Time I Got Reincarnated as a Slime
Big Pan,One Piece
Yokozuna,One Piece
Tamagon,One Piece
Kiwi,One Piece
Spandam,One Piece
T Bone,One Piece
Kumadori,One Piece
Clover,One Piece
Shioriko Mifune,Love Live!
Pappag,One Piece
Shalria,One Piece
Shachi,One Piece
Ran,One Piece
Cosmos,One Piece
Daisy,One Piece
Haredas,One Piece
Stalker,One Piece
Comil,One Piece
Sadi,One Piece
Doma,One Piece
Elmy,One Piece
Vista,One Piece
Blamenco,One Piece
Mary,The Faraway Paladin
Tersena Adoldia,Mushoku Tensei
Apolly Bay,Universal Century
Roberto,Universal Century
Dunkel Cooper,Universal Century
Elle Vianno,Universal Century
Gyunei Guss,Universal Century
Auel Neider,Cosmic Era
Angelo Sauper,Universal Century
Grethe Wenzel,86
Richard Altner,86
Willem Ehrenfried,86
Buran Blutarch,Universal Century
Hilda Bidan,Universal Century
Ames,Princess Connect!
Scotch,One Piece
Seira,One Piece
Mero,One Piece
Ryuboshi,One Piece
Splash,One Piece
Sibyl System,Psycho-Pass
Papaneel,One Piece
Maria Napole,One Piece
Nitro,One Piece
Minoru Okuma,Akebi's Sailor Uniform
Chappe,One Piece
Henry Henderson,Spy × Family
Artemisia Bell Ashcroft,Date a Live
Gremmy Thoumeaux,Bleach
Mako Shirakabe,Teppen—!!!
Misao Ushiku,Teppen—!!!
Chihori Hokuto,Teppen—!!!
Mika,Lycoris Recoil
Proud Wolf,My Isekai Life
Sura,My Isekai Life
Pekesura,My Isekai Life
Nanami Totsuka,Shine Post
Hinatsu Hinamoto,Shine Post
Gale,My Isekai Life
Lisa,My Isekai Life
Yugiri,Prima Doll
Ashley Vancroft,Extreme Hearts
Laura,Is It Wrong to Try to Pick Up Girls in a Dungeon?
Nadim Samaya,Ad Stella
Tights,Dragon Ball
Juri Hattori,Kokuhaku Jikkō Iinkai
Donkey Kong,Super Mario
King Kong,King Kong
Gyro Gearloose,Donald Duck
Marsupilami,of Spirou & Fantasio
Harley Quinn,DC
Fulton Gearloose,Donald Duck
Ratchet Gearloose,Donald Duck
Doctor Vulter,Mickey Mouse
Quibble De Writ,Donald Duck
Panchito Pistoles,Donald Duck
Detective Chimp,DC
Foghorn Leghorn,Looney Tunes
Clara Cluck,Donald Duck
Derpy Hooves,My Little Pony G4-G5
Mojo Jojo,The Powerpuff Girls
Mongoose,Marvel
Sid,Ice Age
Miss Prissy,Looney Tunes
Newton Gearloose,Donald Duck
Conis,One Piece
Yamza,That Time I Got Reincarnated as a Slime
Kamakiri,One Piece
Monda,One Piece
Gonbe,One Piece
Tyrannosaurus,One Piece
Paulie,One Piece
Tom,One Piece
Jaguar D. Saul,One Piece
Yamakaji,One Piece
Onigumo,One Piece
Very Good,One Piece
Frederica Rosenfort,86
Victoria Cindry,One Piece
Margarita,One Piece
Macro,One Piece
Duval,One Piece
Sentomaru,One Piece
Judy,One Piece
Sweet Pea,One Piece
Nerine,One Piece
Boa Sandersonia,One Piece
Rindo,One Piece
Heracles,One Piece
Sancrin,One Piece
Rasa,Naruto
Geese Nukadia,Mushoku Tensei
Chan Agi,Universal Century
Nanai Miguel,Universal Century
Garrod Ran,After War
Daguza Mackle,Universal Century
Leina Ashta,Universal Century
Amadob,One Piece
Iino Abbav,Universal Century
Meneldor,The Faraway Paladin
Alphonse,Mushoku Tensei
Luke Notos Greyrat,Mushoku Tensei
Outlook III,One Piece
Demaro Black,One Piece
Chocolat,One Piece
Wadatsumi,One Piece
Hyouzou,One Piece
Ishilly,One Piece
Kairen,One Piece
Sora,One Piece
Daruma,One Piece
Uzu,One Piece
Kirintauros,One Piece
Kei Tanigawa,Akebi's Sailor Uniform
Yuwa Akebi,Akebi's Sailor Uniform
Ai Tatsumori,Akebi's Sailor Uniform
Riona Shijo,Akebi's Sailor Uniform
Hotaru Hiraiwa,Akebi's Sailor Uniform
Vergo,One Piece
Aston Machan,Uma Musume
Franky Franklin,Spy × Family
Shiki Wakana,Love Live!
Yunyun,KonoSuba
Komekko,KonoSuba
Hyoizaburoo,KonoSuba
Luvis Lilix,Is It Wrong to Try to Pick Up Girls in a Dungeon?
Lyudmila Andreyevna Ruslanova,Strike Witches
Manaia Matawhaura Hato,Strike Witches
Akari Mizunashi,Aria
Mio Sakamoto,Strike Witches
Yomogi Takahashi,Teppen—!!!
Saeka Yabukita,Teppen—!!!
Chisato Nishikigi,Lycoris Recoil
Shu Ogata,Project Engage
Kisara,Project Engage
Karasuba,Prima Doll
Chiyo,Prima Doll
Aegis,My Isekai Life
Lise Kohinata,Extreme Hearts
Tomo Miyasiro,Extreme Hearts
Yuriko Suemune,Extreme Hearts
Chihiro Honda,Extreme Hearts
Prospera Mercury,Ad Stella
Sarius Zenelli,Ad Stella
Vim Jeturk,Ad Stella
Master,Reincarnated as a Sword
Nika Nanaura,Ad Stella
Shino Madarame,Bleach
Robert Accutrone,Bleach
Minami Tenjin,"More Than a Married Couple, But Not Lovers"
Mei Hamano,"More Than a Married Couple, But Not Lovers"
Kenya Misaki,That Time I Got Reincarnated as a Slime
Tamura,That Time I Got Reincarnated as a Slime
Footman,That Time I Got Reincarnated as a Slime
Albis,That Time I Got Reincarnated as a Slime
Mjurran,That Time I Got Reincarnated as a Slime
Aoi Inuyama,Laid-Back Camp
Arch,Re:Zero
Aoi Todo,Jujutsu Kaisen
Kokichi Muta,Jujutsu Kaisen
Maho Misawa,Ro-Kyu-Bu!
Saki Nagatsuka,Ro-Kyu-Bu!
Nayu Hasegawa,Ro-Kyu-Bu!
Manaka Nobidome,Ro-Kyu-Bu!
Ulti,One Piece
Kozuki Oden,One Piece
Yui Saikawa,The Detective is Already Dead
Noel Vermillion,BlazBlue
Arakune,BlazBlue
-No.13-,BlazBlue
Aisha Greyrat,Mushoku Tensei
Hades: Izanami,BlazBlue
Nyaruko,Haiyore! Nyaruko-san
Kuko,Haiyore! Nyaruko-san
Takehiko Yoichi,Haiyore! Nyaruko-san
Grass Wonder,Uma Musume
Kurena Kukumila,86
Rui Kino,86
Lee Pyron,Shaman King
Silva,Shaman King
Kechizu,Jujutsu Kaisen
Ifrit,That Time I Got Reincarnated as a Slime
Frey,That Time I Got Reincarnated as a Slime
Reine Murasame,Date a Live
Mana Takamiya,Date a Live
Hinako Shiizaki,Date a Live
Miku Izayoi,Date a Live
Natsumi,Date a Live
Karen Nora Mathers,Date a Live
Yui,Princess Connect!
Christina,Princess Connect!
Makoto,Princess Connect!
Mahiru,Princess Connect!
Rin,Princess Connect!
Kuuka,Princess Connect!
Muimi,Princess Connect!
Mayano Top Gun,Uma Musume
Mejiro Ryan,Uma Musume
Eishin Flash,Uma Musume
Broye,Uma Musume
Shinobu Inuyose,D4DJ
Towa Hanamaki,D4DJ
Marika Mizushima,D4DJ
Tsubaki Aoyagi,D4DJ
Aoi Miyake,D4DJ
Haruna Kasuga,D4DJ
Riko Saikawa,Miss Kobayashi's Dragon Maid
Shinobu,One Piece
Shimotsuki Yasuie,One Piece
Ririka,One Piece
Koushirou,One Piece
Sham,One Piece
Nugire Yainu,One Piece
Yosaku,One Piece
Momoo,One Piece
Bogard,One Piece
Igaram,One Piece
Miss Monday,One Piece
Mr. 7,One Piece
Mani,One Piece
Felix de Vandenesse,The human comedy
Gunther Bock,Ryanverse
Harcourt Mudd,Star Trek
Jamis,Dune
Thuringwethil,Tolkien
Jules Desmarets,The human comedy
Lady Dudley,The human comedy
Leo Valdez,Camp Half-Blood chronicles
Lyam conDoin,The Riftwar
Madame de Serisy,The human comedy
Poppy Pomfrey,Harry Potter
Maitre Cruchot,The human comedy
Tiffany Aching,Discworld
Princesse de Blamont-Chauvry,The human comedy
Alice Longbottom,Harry Potter
Turak,The Wheel of Time
Uno Nomesta,The Wheel of Time
Yu Fa An,Ryanverse
The Authority,His Dark Materials
Verin Mathwin,The Wheel of Time
Dobraine Taborwin,The Wheel of Time
Ted Tonks,Harry Potter
Rose Granger-Weasley,Harry Potter
Wang Xifeng,Dream of the Red Chamber
Janov Pelorat,Foundation
Kelden Amadiro,Foundation
Sun Zhong,The Romance of the Three Kingdoms
Wicked Witch of the East,Oz
Mili Skane,The Wheel of Time
Nephren-Ka,Cthulhu Mythos
Rodel Ituralde,The Wheel of Time
Yuki Wakura,Chained Soldier
Tenka Izumo,Chained Soldier
Hina Setoguchi,Kokuhaku Jikkō Iinkai
Enomoto Kotarou,Kokuhaku Jikkō Iinkai
Haikagura,Prima Doll
Ryunosuke Yuki,Bleach
NaNaNa Najahkoop,Bleach
Rebecca,Cyberpunk
Teru Momijiyama,Shy
Nugen,Ad Stella
Alice Asmodeus,Welcome to Demon School! Iruma-kun
Clara Valac,Welcome to Demon School! Iruma-kun
Sullivan,Welcome to Demon School! Iruma-kun
Kamui Caim,Welcome to Demon School! Iruma-kun
Allocer Schneider,Welcome to Demon School! Iruma-kun
Zagan Johnny Western,Welcome to Demon School! Iruma-kun
Kimaris Quichelight,Welcome to Demon School! Iruma-kun
Yuzuriha,Hell's Paradise: Jigokuraku
Naoki Goto,Bocchi the Rock!
Futari Goto,Bocchi the Rock!
Asahi Oka,Onimai: I'm Now Your Sister!
Alise Lovell,Is It Wrong to Try to Pick Up Girls in a Dungeon?
Foreman Spike,Super Mario
Queen Jamillia,Star Wars
Wang Xifeng,Dream of the Red Chamber
Holt Rickter,The Cleveland Show
Janov Pelorat,Foundation
Jean Descole,Professor Layton
Jean Havoc,Fullmetal Alchemist
Moff Jerjerrod,Star Wars
Backlash,Wildstorm
Manhunter,DC
Joey Wheeler,Yu-Gi-Oh!
Sun Zhong,The Romance of the Three Kingdoms
Jusenkyo Guide,Ranma ½
Lester Krinklesac,The Cleveland Show
Lori Morning,DC
Mai Valentine,Yu-Gi-Oh!
Manhattan Guardian,DC
Mili Skane,The Wheel of Time
Ozwell E. Spencer,Resident Evil
Tower Tycoon Palmer,Pokémon
Rodel Ituralde,The Wheel of Time
Brawly,Pokémon
Sarge Steel,DC
George Weasley,Harry Potter
Cedrella Black,Harry Potter
Callidora Black,Harry Potter
Harfang Longbottom,Harry Potter
Charis Black,Harry Potter
Arcturus Black,Harry Potter
Ursula Flint,Harry Potter
Belvina Black,Harry Potter
Phineas Black,Harry Potter
Sirius Black I,Harry Potter
Elladora Black,Harry Potter
Herbert Burke,Harry Potter
Cygnus Black III,Harry Potter
Druella Rosier,Harry Potter
Melania Macmillan,Harry Potter
Cygnus Black I,Harry Potter
Lycoris Black,Harry Potter
Hesper Gamp,Harry Potter
Regulus Black I,Harry Potter
Alphard Black,Harry Potter
Violetta Bulstrode,Harry Potter
Cassiopeia Black,Harry Potter
Charlus Potter,Harry Potter
Ignatius Prewett,Harry Potter
Imix,Dungeons & Dragons
Serpent,Marvel
Loki,Marvel Cinematic
